-76.82754	4.6968865	-12.59913
-80.82916	-7.038178	-10.471677
-65.579906	-1.2559223	-11.40419
-105.10588999999999	6.06879	-7.954032
-126.03712	6.2976475	-5.2275965
-116.54043999999999	-1.9706008000000002	-9.428635
-132.21121	-5.7636527	-6.5299543
-93.802944	-10.049958	-5.3209234
-104.99145	-9.944858	-1.1175825
-83.23622999999999	-11.244722000000001	-1.4508786
-68.450466	-11.409259	0.8061307
-103.744045	-5.3832196	8.000402
-80.30463999999999	-9.886315	6.1537335
-121.23061	-7.7467225	4.8767044
-62.86575	-3.4055117999999998	7.2360635
-109.08653	0.2320857	9.924591999999999
-100.36804000000001	4.5549073	8.734572
-131.19459	1.9574785000000001	7.356251599999999
-68.39515	1.284804	11.270462
-74.16107	12.646785000000001	-0.3127174
-115.92246	8.243821	2.349733
-87.74902	10.592163	4.5978855
-91.80404	11.261713	-3.320305
